Name,Location,State(s),Counties,Type,Length,Uses
Kiwanis Trail,"Along the Rock River in Janesville, WI",Wisconsin,Rock,"['Fitness', 'Trail', 'Urban', 'Trail']",3.00 Miles / 4.83 Km,"['Bicycling (on pavement)', 'Pedestrian - Walking/Hiking/Running']"
Knob Hills Trail,"Located on the west end of Grapevine Lake, off Of State Highway 377, At west end of Grapevine Lake on State Route 377 and south on FM 1171.",Texas,Denton,['Backcountry'],5.43 Miles / 8.74 Km,"['Bicycling (off pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
La Framboise Island,rural On Framboise Island in Missouri R near downtown Pierre.,South Dakota,Hughes,"['Nature', 'Trail']",7.00 Miles / 11.27 Km,['Pedestrian - Walking/Hiking/Running']
Lady Finger Bluff,north of US Highway 412 along east side of Tennessee Lake.,Tennessee,Perry,['Backcountry'],2.70 Miles / 4.35 Km,['Pedestrian - Walking/Hiking/Running']
Lake Fork,10 mi. SW of South Fork on US 160 to Lake Fork.  Trailhead NE of Lake Fork Creek.,Colorado,,[],7.10 Miles / 11.43 Km,"['Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running']"
Lake Lurleen State Park Trail System,"Within Lake Lurleen State Park near Coker, in west-central Alabama.",Alabama,Tuscaloosa County,"['Backcountry', 'Mountain', 'Bike', 'Trail', 'Nature', 'Trail']",19.50 Miles / 31.38 Km,"['Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Swimming', 'Wildlife Observation']"
Lake Tahoe Bike and Pedestrian,"Along shoreline road  in and around Tahoe City, Along SR 28 on N and W shorelines of Lake Tahoe.",California,Placer,[],17.00 Miles / 27.36 Km,[]
Lakeshore - Idaho,"Priest Lake Ranger District, Kaniksu National Forest.",Idaho,Bonner,"['Urban', 'Trail']",7.00 Miles / 11.27 Km,"['Bicycling (on pavement)', 'Camping', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Fishing', 'Pedestrian - Walking/Hiking/Running']"
Larry and Ronna Dykes Trail,"At Westgate Memorial Park in Dothan, AL.",Alabama,"Dothan, Houston","['Urban', 'Trail']",3.28 Miles / 5.28 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Laurel Highlands Hiking Trail,Rural/Backcountry,Pennsylvania,"Fayette, Somerset, Westmoreland,",[],70.00 Miles / 112.65 Km,"['Dogs - On leash', 'Camping', 'Pedestrian - Walking/Hiking/Running', 'Snow - Snowshoeing', 'Snow - Cross-country Skiing', 'Wildlife Observation', 'Camping']"
Laurel-Snow,"Highland trail about 5 mi. N of Dayton, off US 27.",Tennessee,,[],8.00 Miles / 12.87 Km,[]
Lava Cast Forest,"Deschutes National Forest, In Decshutes National Forest, S of Bend on US 97.",Oregon,Deschutes,[],0.90 Miles / 1.45 Km,[]
Lava River,"In Willamette National Forest at McKenzie Pass on SR 242, W of Sisters.<br/>
<br/>",Oregon,"Linn, Deschutes",[],0.50 Miles / 0.80 Km,[]
Lee McCune Braille,"Along Elkhorn Creek Canyon on SR 251, 10 mi. S of Casper.",Wyoming,,[],0.30 Miles / 0.48 Km,[]
Left Fork Huntington Creek,"On Manti-La Sal NF, W of Huntington above SR 31.",Utah,,['Backcountry'],5.80 Miles / 9.33 Km,"['Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running']"
Lehigh Parkway Heritage,,Pennsylvania,,[],7.00 Miles / 11.27 Km,[]
Leon Creek North Greenway,Leon Creek,Texas,Bexar,"['Backcountry', 'Fitness', 'Trail', 'Greenway', 'Mountain', 'Bike', 'Trail', 'Nature', 'Trail', 'Urban', 'Trail']",13.00 Miles / 20.92 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Skateboarding', 'Wildlife Observation']"
Lewis &amp; Clark Bicentennial Trail,"Pierre/Fort Pierre, SD",South Dakota,"Hughes, Stanley","['Backcountry', 'Rail', 'Trail', 'Urban', 'Trail']",30.00 Miles / 48.28 Km,"['Bicycling (on pavement)', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Boating, non-motorized: Rafting', 'Boating, non-motorized: Sailing', 'Camping', 'Dogs - Mushing', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Swimming', 'Swimming - Diving/snorkeling', 'Wildlife Observation']"
Limestone County Canoe &amp; Kayak Trail,Elk River,Alabama,Limestone,"['Water', 'Trail']",21.90 Miles / 35.24 Km,"['Camping', 'Fishing', 'Swimming', 'Wildlife Observation']"
Link River Nature Trail,In Klamath Falls at the Link River Bird Sanctuary.,Oregon,Klamath,"['Nature', 'Trail']",0.80 Miles / 1.29 Km,"['Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Lions Park Nature Trail,"Lions Park, 4320 Lions Park Road, Temple, Texas, In Temple at Lion’s Park.<br/>
~1057 Canaan Valley Inst. Trail System WV Just east of Davis along Camp 70 Road.<br/>",Texas,Bell,['Greenway'],2.00 Miles / 3.22 Km,['Pedestrian - Walking/Hiking/Running']
Little Hole,"At Flaming Gorge National Recreation Area along Green River on US 191, 45 mi. north of Vernal.",Utah,,[],7.30 Miles / 11.75 Km,[]
Little North Fork,24 miles south west of Eureka,Montana,Lincoln,['Backcountry'],0.25 Miles / 0.40 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation', 'Wildlife Observation']"
Little Stony Creek,"2.6 miles north of Dungannon, VA. on Rt 72.",Virginia,Scott,['Backcountry'],2.80 Miles / 4.51 Km,"['Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running']"
Lochsa River Historic Trail,"121 miles east of Lewiston, ID. via Hwy 12.",Idaho,Idaho,['Backcountry'],16.00 Miles / 25.75 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation']"
Lone Star,"In San Jacinto-Sam Houston National Forest, connects Big Creek Scenic Area to Double Creek Recreation Area.",Texas,,['Backcountry'],128.00 Miles / 206.00 Km,['Pedestrian - Walking/Hiking/Running']
Long Island Greenbelt,Suburban,New York,Suffolk,[],31.80 Miles / 51.18 Km,"['Boating, non-motorized: Canoeing', 'Camping', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Long Trail NRT,Green Mountain-Finger Lakes National Forest,Vermont,"Rutland, Addison, Washington",['Backcountry'],54.00 Miles / 86.90 Km,"['Camping', 'Camping', 'Fishing', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation', 'Wildlife Observation']"
Lost Bridge Hiking,5 mi. SE of Garfield on SR 127.,Arkansas,,[],0.50 Miles / 0.80 Km,[]
Lost Cabin Lake,"In Deerlodge National Forest, from Cardwell take SR 359 5 mi. to S. Boulder Road, the S 15 mi. to Bismark Reservoir.<br/>",Montana,Madison,['Backcountry'],4.00 Miles / 6.44 Km,"['Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing']"
Lost Creek,At Lake Wappapello 16 mi. NE of Poplar Bluff.,Missouri,Wayne,"['Nature', 'Trail']",1.00 Miles / 1.61 Km,"['Dogs - On leash', 'Fishing']"
Lostwood Refuge - Prairie Hiking Trail,"Lostwood Refuge, Kenmare ND, At Lostwood NWR 22 miles north of Stanley on State Route 8.<br/>",North Dakota,Burke,['Backcountry'],7.50 Miles / 12.07 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Louisiana Purchase,"Brinkley, At Louisiana Purchase State Park on US 49 NW of Helena.",Arkansas,"Lee, Monroe and Phillips",[],0.20 Miles / 0.32 Km,[]
Lower Cache River Trail,Cache River State Park Natural Area,Illinois,"Johnson, Pulaski","['Nature', 'Trail', 'Water', 'Trail']",3.00 Miles / 4.83 Km,"['Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Pedestrian - Walking/Hiking/Running']"
Lower Trail,"16.5 mile trail located eastern terminus Alfarata (Porter Township, Huntingdon County), western terminus Flowing Springs (Frankstown Township, Blair County)",Pennsylvania,"Blair, Huntingdon","['Backcountry', 'Equestrian', 'Trail', 'Fitness', 'Trail', 'Greenway', 'Mountain', 'Bike', 'Trail', 'Nature', 'Trail', 'Rail', 'Trail']",16.50 Miles / 26.55 Km,"['Bicycling (on pavement)', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Dogs - On leash', 'Equestrian - Riding', 'Fishing', 'Hunting', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Skateboarding', 'Snow - Cross-country Skiing', 'Wildlife Observation']"
Luzerne County Rail Trail,Wilkes-Barre,Pennsylvania,Luzerne,"['Rail', 'Trail']",13.00 Miles / 20.92 Km,"['Bicycling (on pavement)', 'Boating, Motorized', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Sailing', 'Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Mackenzie Touring,Access at Caberfae Ski Area west of Cadillac.,Michigan,,[],8.30 Miles / 13.36 Km,[]
Mad Creek Greenbelt,In Muscatine on Lake Park Blvd and Old Hwy. 38.,Iowa,Muscatine,['Greenway'],1.20 Miles / 1.93 Km,"['Bicycling (on pavement)', 'Pedestrian - Walking/Hiking/Running']"
Mahnomen Trail,"At Sherburne National Wildlife Refuge, east of St. Cloud, Minnesota",Minnesota,Sherburne,"['Rail', 'Trail']",3.00 Miles / 4.83 Km,"['Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Maidu Lake,"Winema National Forest, In Winema National Forest, 12 mi. N of Crater Lake National Park.",Oregon,Klamath,['Backcountry'],2.00 Miles / 3.22 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Camping', 'Camping', 'Dogs - Mushing', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Fishing', 'Pedestrian - Walking/Hiking/Running']"
Malheur River,In Malheur National Forest along the Malheur River northwest of Drewsey.,Oregon,Grant,['Backcountry'],8.00 Miles / 12.87 Km,"['Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Swimming']"
"Marc Dupuy, Jr. Wildlife Trail","Grand Cote National Wildlife Refuge, northwest of Marksville, LA",Louisiana,Avoyelles Parish,[],0.50 Miles / 0.80 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Marjorie Harris Carr Cross Florida Greenway,North Central Florida,Florida,"Citrus, Levy, Marion, Putnam",[],110.00 Miles / 177.03 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Mary Ingles Trail System,"Yatesville Lake State Park, Louisa, KY",Kentucky,Lawrence,['Backcountry'],3.50 Miles / 5.63 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Swimming', 'Swimming - Diving/snorkeling', 'Wildlife Observation']"
Massanutten Trail,"North end of historic Massanutten Mountain; George Washington &amp; Jefferson National Forests, Lee Ranger District, VA",Virginia,Page &amp; Shenandoah,['Backcountry'],71.00 Miles / 114.26 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snow Play, General', 'Snow - Snowshoeing', 'Swimming', 'Wildlife Observation']"
Matsell Bridge,NE of Cedar Rapids . 3 mi. N of Viola.,Iowa,Linn,['Greenway'],8.40 Miles / 13.52 Km,"['Bicycling (on pavement)', 'Pedestrian - Walking/Hiking/Running']"
McDaniel Farm Park Trails,"Gwinnett County Parks &amp; Recreation, McDaniel Farm Park, 3251 McDaniel Road, Duluth, GA 30096",Georgia,Gwinnett,"['Nature', 'Trail', 'Urban', 'Trail']",2.30 Miles / 3.70 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
McKenzie River Trail,follows upper McKenzie River along SR 126,Oregon,"Lane, Linn",['Backcountry'],25.90 Miles / 41.68 Km,"['Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Meadow Creek Trail #726,"Nez Perce National Forest; Slim<apos>s Camp Trailhead, approximately one mile up Meadow Creek at its confluence with the Selway River.</apos>",Idaho,Idaho,['Backcountry'],15.00 Miles / 24.14 Km,"['Bicycling (off pavement)', 'Camping', 'Camping', 'Equestrian - Riding', 'Equestrian - Other stock', 'Fishing', 'Pedestrian - Walking/Hiking/Running']"
Medina River Greenway,"Medina River, Southern Bexar County, between Highway 16 and Pleasanton Road.",Texas,Bexar,"['Backcountry', 'Fitness', 'Trail', 'Greenway', 'Mountain', 'Bike', 'Trail', 'Nature', 'Trail']",7.00 Miles / 11.27 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Wildlife Observation']"
Mendenhall Moraine Ecology Trail,"Mendenhall Glacier Recreation Area; Tongass National Forest, Starts at Mendenhall Glacier Visitor Center just west of Juneau.",Alaska,,[],1.50 Miles / 2.41 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation', 'Wildlife Observation']"
Metacomet-Monadnock Trail,"Section 1:  Hampden and Hampshire Counties; towns of Holyoke, Easthampton, Hadley, South Hadley, Amherst and Granby, MA .  Section 2:  Franklin County;  towns of Wendell, Erving, Warwick.  Royalston, in Worc",Massachusetts,"Hampdon, Hampshire, Franklin","['Backcountry', 'Greenway']",52.20 Miles / 84.01 Km,"['Bicycling (off pavement)', 'Camping', 'Equestrian - Riding', 'Fishing', 'Motorized vehicles - Snowmobiling', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation']"
Metolius-Windigo,Deschutes National Forest,Oregon,Deschutes,['Backcountry'],120.00 Miles / 193.12 Km,"['Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Fishing', 'Pedestrian - Walking/Hiking/Running']"
Middle Fork Applegate,Backcountry and Wilderness on the Rogue River-Sioskiyou National Forest southwest of Applegate Lake.   Accessed from Whiskey Creek Road at Sweaty Gulch Trail.  NOTE: bOTH BRIDGES ON THIS TRAIL HAVE BEEN DEEMED UNSAFE.  THE LOWER BRIDGE HAS BEEN REMOVED AN,California,Siskiyou,[],5.70 Miles / 9.17 Km,"['Bicycling (off pavement)', 'Camping', 'Dogs - Off leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Fishing', 'Swimming']"
Mill Creek-Main Fork,"Salmon Challis National Forest, southeast of Patterson.",Idaho,Custer,['Backcountry'],9.00 Miles / 14.48 Km,"['Camping', 'Camping', 'Dogs - Mushing', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Shooting - Archery']"
Mineral Belt Trail,"Leadville, CO",Colorado,Lake,[],12.50 Miles / 20.12 Km,[]
Mines of Spain State Recreation Area Trails System,"Mines of Spain State Recreation Area Trails System, South of Dubuque at Mines of Spain State Recreation Area.",Iowa,Dubuque,"['Backcountry', 'Nature', 'Trail', 'Snow', 'Trail']",20.00 Miles / 32.19 Km,"['Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing']"
Minooka Park Trail System,"central Alabama, Off U.S. Highway 31 north of Jemison on County Road 146.",Alabama,Chilton,"['Backcountry', 'Nature', 'Trail']",25.00 Miles / 40.23 Km,"['Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Fishing', 'Motorized vehicles - ATV riding', 'Motorized vehicles - Motorcycling', 'Pedestrian - Walking/Hiking/Running']"
Moab Slickrock Bike Trail,"The trail is located between Moab Valley, the gorge of the Colorado River, and the Negro Bill Canyon system.",Utah,,[],12.10 Miles / 19.47 Km,[]
Monon Greenway,"Carmel, Indiana",Indiana,Hamilton County,"['Greenway', 'Rail', 'Trail']",5.20 Miles / 8.37 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Skateboarding']"
Monte Sano Nature Preserve Trail System,"Monte Sano Mountain in Huntsville, AL",Alabama,Madison,"['Greenway', 'Mountain', 'Bike', 'Trail', 'Nature', 'Trail', 'Rail', 'Trail', 'Urban', 'Trail']",20.00 Miles / 32.19 Km,"['Bicycling (off pavement)', 'Dogs - On leash', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Montevallo Greenway Trail,"In the City of Montevallo, in central Alabama; greenway trail connects several major area features.",Alabama,Shelby,"['Greenway', 'Nature', 'Trail']",2.00 Miles / 3.22 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Montour Trail,Southwestern Pennsylivania,Pennsylvania,"Allegheny, Washington","['Rail', 'Trail']",47.00 Miles / 75.64 Km,"['Bicycling (on pavement)', 'Equestrian - Riding', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Snow - Cross-country Skiing']"
Morning Glory,In Yellowstone National Park at Old Faithful.,Wyoming,,[],1.50 Miles / 2.41 Km,[]
Mossy Bluff,"Greers Ferry Lake, near Greers Ferry Lake Dam.",Arkansas,Cleburne,"['Nature', 'Trail']",0.80 Miles / 1.29 Km,"['Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Swimming']"
Mount Evans,"28 miles south of Idaho Springs, CO on CO Highways 103 and 5, beginning at the parking lots at the end of CO Highway 5, near the summit of Mt. Evans.",Colorado,Clear Creek,['Backcountry'],0.17 Miles / 0.27 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Mount Rogers,"At Mt. Rogers National Recreation Area, south of Chilhowie on State Route 603.",Virginia,,[],4.50 Miles / 7.24 Km,[]
Mount Taylor,"In Cibola National Forest, 20 mi. NE of Grants, access on Forest Rds. 193 and 501 off SR 547.",New Mexico,,[],4.00 Miles / 6.44 Km,[]
Mountain Laurel,,Virginia,,[],0.50 Miles / 0.80 Km,[]
Mountains-to-Sea Trail - Blue Ridge Parkway Segment,Across the state of North Carolina from TN state line to the Atlantic,North Carolina,37 counties,['Backcountry'],192.50 Miles / 309.80 Km,"['Camping', 'Pedestrian - Walking/Hiking/Running']"
Mt. Airy Forest Explorers,,Ohio,,[],10.00 Miles / 16.09 Km,[]
Mt. Edgecombe,Near Sitka on Kruzof Island.  Starts at Fred’s Creek Cabin.,Alaska,,['Backcountry'],7.00 Miles / 11.27 Km,"['Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Mud Pond Trail,"Pondicherry National Wildlife Refuge near Jefferson, New Hampshire.",New Hampshire,Coos,"['Nature', 'Trail']",0.60 Miles / 0.97 Km,"['Pedestrian - Walking/Hiking/Running', 'Snow - Snowshoeing', 'Wildlife Observation']"
Mudlick,In Sam A. Baker State Park,Missouri,Wayne,['Backcountry'],12.00 Miles / 19.31 Km,"['Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running', 'Swimming', 'Wildlife Observation']"
Munch's Coulee Hiking Trail,"Des Lacs National Wildlife Refuge, Kenmare, ND",North Dakota,Ward,"['Nature', 'Trail']",1.00 Miles / 1.61 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Murrell Home Nature,Just south of Tahlequah at the Murrell Home off State Route 82.,Oklahoma,,[],0.50 Miles / 0.80 Km,[]
Musketawa Trail,Western Lower Michigan,Michigan,"Ottawa, Muskegon","['Rail', 'Trail']",24.70 Miles / 39.75 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Equestrian - Riding', 'Motorized vehicles - Snowmobiling', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Snow - Cross-country Skiing']"
Naha River Trail,Near Ketchikan at Naha Bay.,Alaska,"Ketchikan, Gateway, Borough",['Backcountry'],5.40 Miles / 8.69 Km,[]
Naomi Peak,"Access is from Tony Grove Trailhead, northeast of Logan via Logan Canyon Highway or from High Creek Trailhead northeast of Richmond. In Wasatch NF, NE of Logan on US 89 W of Garden City.",Utah,Cache,['Backcountry'],9.00 Miles / 14.48 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation', 'Wildlife Observation']"
National Roughrider trail,"Rural, south of Fort Lincoln State Park.",North Dakota,Morton,[],16.50 Miles / 26.55 Km,"['Bicycling (off pavement)', 'Camping', 'Camping', 'Dogs - On leash', 'Motorized vehicles - ATV riding', 'Motorized vehicles - Motorcycling', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing']"
Natural Bridge,Boulder River Canyon,Montana,Sweet Grass,['Other'],0.80 Miles / 1.29 Km,['Pedestrian - Walking/Hiking/Running']
Neal Smith Trail,Saylorville Lake to Des Moines,Iowa,Polk,"['Fitness', 'Trail', 'Greenway']",24.70 Miles / 39.75 Km,"['Bicycling (on pavement)', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing']"
Nelson-Trevino Canoe Trail,"In the Winona District of the Upper Mississippi River National Wildlife and Fish Refuge. The trailhead is on Hwy 25 between Wabasha, MN and Nelson, WI.<br/>
GPS Coordinates: WGS 84<br/>
Latitude: 44 19.173' N<br/>
Longitude: 91 56.705' W",Wisconsin,Buffalo County,"['Water', 'Trail']",4.80 Miles / 7.72 Km,"['Boating, Motorized', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Camping', 'Fishing', 'Hunting', 'Swimming', 'Wildlife Observation']"
New River Trail State Park,Southwest VA.,Virginia,"Carroll, Pulaski, Wythe, Grayson",[],57.00 Miles / 91.73 Km,[]
Niobrara Scenic River Trail,"On the Niobrara River through the Ft. Niobrara National Wildlife Refuge Northeast of Valentine, NE<br/>",Nebraska,Cherry,"['Water', 'Trail']",5.60 Miles / 9.01 Km,"['Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking']"
North / South Trail,Land Between the Lakes National Recreation Area,Kentucky,"Lyon, Trigg, Stewart",['Backcountry'],60.00 Miles / 96.56 Km,"['Bicycling (off pavement)', 'Camping', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Fishing', 'Wildlife Observation', 'Wildlife Observation', 'Pedestrian - Walking/Hiking/Running']"
North Bay Trail,"Along the downtown waterfront parks system from Demens Landing to Rio Vista Park in St. Petersburg, FL",Florida,Pinellas,"['Fitness', 'Trail', 'Greenway', 'Urban', 'Trail']",6.50 Miles / 10.46 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Skateboarding']"
North Central State Trail,"A 62 mile rail trail that connects Gaylord, Michigan to Mackinaw City, Michigan.",Michigan,"Otsego, Cheboygan","['Rail', 'Trail']",62.00 Miles / 99.78 Km,"['Bicycling (off pavement)', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Fishing', 'Motorized vehicles - Snowmobiling', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation']"
North Fork Crow River Trail,Paynesville,Minnesota,Stearns,"['Backcountry', 'Snow', 'Trail']",29.00 Miles / 46.67 Km,['Motorized vehicles - Snowmobiling']
North Kaibab,"At Grand Canyon Nat. Park, links North Rim Visitor Ctr. down to Colorado R.",Arizona,Coconino,['Backcountry'],14.20 Miles / 22.85 Km,"['Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Pedestrian - Walking/Hiking/Running']"
North Ridge Trail,Oak Ridge,Tennessee,Anderson,['Backcountry'],7.70 Miles / 12.39 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation', 'Wildlife Observation']"
North Slope Trail,"Located at Lake Sonoma Recreation Area off of Rock Pile road in Sonoma County, California.",California,Sonoma,"['Backcountry', 'Equestrian', 'Trail', 'Fitness', 'Trail', 'Mountain', 'Bike', 'Trail', 'Nature', 'Trail']",1.00 Miles / 1.61 Km,"['Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Hunting', 'Pedestrian - Walking/Hiking/Running']"
North Umpqua - Mott Section,"N side of Umpqua River along SR 138, E of Roseburg.",Oregon,Douglas,"['Backcountry', 'Greenway']",5.50 Miles / 8.85 Km,"['Bicycling (off pavement)', 'Camping', 'Equestrian - Riding', 'Fishing', 'Pedestrian - Walking/Hiking/Running']"
Northern Delaware Greenway Trail - Wilmington,"Spans multiple park locations throughout northern New Castle County, DE,  including; Wilmington State Parks, Alapocas Run State Park, Bellevue State Park, Rockwood Park, and Bringhurst Woods Park.",Delaware,New Castle,"['Mountain', 'Bike', 'Trail', 'Nature', 'Trail', 'Urban', 'Trail']",7.22 Miles / 11.62 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Northshore Trail,Joins Rock Ledge and Murrell Parks along the N shore of Grapevine Lake.,Texas,Denton,['Backcountry'],19.00 Miles / 30.58 Km,"['Bicycling (off pavement)', 'Pedestrian - Walking/Hiking/Running']"
Oak Creek Trail,"Valparaiso to Brainard, Nebraska, Horse trail connects Brainerd southeast to Valparaiso, c. 20 miles northwest of Lincoln.<br/>
1017 Delaware River Water Trail,<br/>",Nebraska,"Butler, Saunders","['Rail', 'Trail']",13.00 Miles / 20.92 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Dogs - On leash', 'Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing']"
Oak Leaf Trail – Warnimont Park,At Warnimont Park in S. Milwaukee along Lake Michigan shorefront.,Wisconsin,Milwaukee,"['Fitness', 'Trail', 'Urban', 'Trail']",1.50 Miles / 2.41 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating']"
Oakdale Park Nature,Suburban,Minnesota,,['Other'],5.00 Miles / 8.05 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Bicycling (on pavement)', 'Roller/Inline Skating', 'Snow - Snowshoeing', 'Snow - Cross-country Skiing', 'Wildlife Observation']"
